"","Eagle_002_lps","Eagle_004_lps","Eagle_006_lps","Eagle_007_lps","Eagle_008_lps","Eagle_012_lps","Eagle_013_lps","Eagle_014_lps","Eagle_015_lps","Eagle_020_lps","Eagle_021_lps","Eagle_022_lps"
"NHP2L1",95.0277726236253,488.742951406496,444.653251417972,772.663805596926,581.58935240217,714.463945122984,510.486206449234,830.832302796507,816.980003306509,524.022742599578,545.176421325189,863.536787993345
"XRCC6",135.428801703131,76.171581874754,148.217750472657,189.537740441319,102.747452257717,109.330781638037,130.054544797292,73.3424377641054,64.7217924697364,98.2542642374208,76.2611480288357,88.4195562825722
"DESI1",263.460231884662,772.385767959568,652.158102079693,1887.54046874411,992.579161433036,1090.7652400632,1530.57389455316,831.978278386571,752.258210836773,1938.88414761844,852.036755060266,1239.5264899426
"PMM1",203.712231133281,157.085363399298,415.009701323441,1303.25337608197,333.444562043911,292.396276473819,925.422135088213,499.645357267968,222.4590571774,448.694473350888,330.918910196555,345.001539700691
"CSDC2",138.273944596054,1.18554991244753,0,4.93436690276023,1.9386311746739,5.08515263432729,8.847247945394,0,2.12202598261431,0,6.80903107400319,2.06587748323767
"POLR3H",107.546401352486,89.2126309116769,148.217750472657,252.813739547304,120.195132829782,144.926850078328,132.70871918091,174.18828968975,165.871697641019,176.857675627357,132.095202835662,169.815129122136
"ACO2",294.187775128229,238.888307358178,192.683075614455,275.744032801307,232.635740960868,259.342784350692,279.57303507445,260.136458944561,293.900598592082,245.635660593552,236.500345970377,246.25259600193
"PHF5A",93.8897154664562,233.553332752164,222.326625708986,304.189206711337,306.303725598476,297.481429108146,300.806430143396,332.332921118603,368.878849977787,225.984807746068,218.342929773036,350.372821157108
"TOB2",196.883888190266,493.781538534398,578.049226843364,535.233680511169,560.264409480757,592.420281899129,590.996162752319,515.689015528866,496.554079931748,560.049306153299,399.917091746454,467.301486708361
"TEF",274.840803456354,671.021250445304,652.158102079693,869.3193455157,680.459542310538,612.760892436438,739.629928234939,687.585354038489,779.137206616554,615.726722554504,539.729196465986,792.057427073322
"ZC3H7B",954.260926286345,2361.9118130736,2430.77110775158,3696.42132392068,3121.19619122498,2463.75645133157,2619.67011663116,3197.27189627897,2831.49000280169,3573.18007610087,2394.50926102445,3044.27705929903
"RANGAP1",249.234517420047,252.522131351325,326.079051039846,298.384069178678,246.206159183585,208.491258007419,241.529868909256,247.530727453856,224.934754157117,193.233386333594,201.547319790494,284.677917190151
"CHADL",69.9905151659037,13.0410490369229,0,15.0933575849137,25.2022052707607,22.8831868544728,16.8097710962486,17.1896338509622,22.988614811655,19.6508528474842,16.3416745776077,19.8324238390816
