GeneID,Eagle_002_null,Eagle_004_null,Eagle_006_null,Eagle_007_null,Eagle_008_null,Eagle_012_null,Eagle_013_null,Eagle_014_null,Eagle_015_null,Eagle_020_null,Eagle_021_null,Eagle_022_null
TFRC,72756,46077,72844,45829,37185,17854,27067,34306,76243,62572,57106,49880
SLC51A,28,22,38,11,10,6,15,9,69,21,25,28
PCYT1A,2906,1537,2563,1887,1843,648,908,1329,2300,2427,1977,1981
TCTEX1D2,230,184,323,270,180,57,154,169,170,314,215,194
PDCD1,24,13,12,29,10,5,5,8,10,16,7,42
LOC104835230,2,4,0,2,0,0,0,1,2,3,1,4
MASP1,32,24,11,6,14,5,1,10,16,13,17,25
LOC104835232,7,4,3,1,4,0,0,2,2,2,4,1
SST,2,2,1,3,1,0,2,1,4,1,1,4
BCL6,1987,1700,1651,2364,1123,590,848,706,1465,1627,1205,1336
LPP,10987,13335,4751,20161,5696,517,5830,12519,3896,14984,5782,36935
TP63,283,531,164,147,131,42,36,62,159,168,73,131
LEPREL1,117,61,35,29,32,16,8,19,90,30,26,66
CLDN1,13,7,5,2,4,3,2,3,13,8,9,6
CLDN16,14,7,5,1,6,1,1,0,3,6,1,5
TMEM207,6,2,1,1,0,1,0,1,2,5,3,2
IL1RAP,1880,1113,1890,694,377,108,271,338,427,726,452,1974
GMNC,6,3,2,0,5,1,1,3,8,3,2,7
OSTN,28,19,8,9,15,4,3,6,23,12,3,11
UTS2B,13,9,2,2,2,1,3,5,8,6,2,8
CCDC50,409,493,414,676,284,101,207,254,221,530,149,1272
FGF12,951,675,202,1466,409,69,442,770,408,756,432,2816
MB21D2,410,403,177,363,133,32,162,334,179,345,177,904
LOC104835235,57,8,5,12,11,4,3,12,21,7,9,15
LOC104835238,12,1,1,1,1,1,0,2,4,0,3,3
LOC104835237,85,59,7,38,43,1,22,58,15,49,19,163
SPTBN2,163,97,78,132,121,33,46,49,153,131,72,121
RBM14,857,537,551,815,763,228,215,330,920,598,444,418
CCDC87,18,11,17,19,29,7,5,8,13,11,9,9
LOC104835242,386,190,344,375,345,83,135,159,378,314,207,233
LOC104835243,4,4,0,0,2,0,0,0,5,0,0,2
LOC104835244,18,3,4,1,2,0,0,2,11,2,2,1
CCDC155,7,6,1,5,4,0,1,2,6,6,0,15
CD37,91,52,25,70,36,6,13,16,13,53,24,89
LOC104835249,330,208,303,358,360,92,131,111,396,359,227,193
LOC104835250,7451,8009,14006,17052,12426,3143,4803,9321,22580,14142,13346,13188
LOC104835245,10,6,11,3,6,1,1,8,10,19,3,7
LOC104835251,512,382,513,470,403,179,163,243,459,413,402,284
HDAC5,2540,2181,4095,3921,3139,849,1530,1446,3865,3878,2450,2723
G6PC3,16,12,18,22,23,6,8,3,11,19,8,12
LSM12,1209,607,1119,886,735,356,439,504,1104,849,700,640
TMEM101,129,93,119,180,175,33,54,55,179,155,115,76
TRIM36,38,38,19,43,10,0,10,10,9,23,9,17
UBA1,1367,1065,1393,1239,1095,380,532,683,1428,1246,893,1104
LOC104835259,43,23,30,47,42,14,8,18,53,46,29,24
LOC104835260,694,495,722,741,591,212,306,405,755,857,556,953
FKBP2,251,212,330,273,201,89,135,149,347,254,203,124
LOC104835262,86,27,70,60,83,17,53,34,121,55,50,46
LOC104835263,370,290,289,394,458,45,197,466,739,439,632,987
PRL,18,10,5,4,5,5,1,3,13,3,2,1
SOX4,12,5,2,20,5,0,10,4,4,10,6,38
CDKAL1,9419,7978,11092,7073,5256,2508,3781,6447,7990,9729,6605,9178
E2F3,1280,1480,1886,1775,1047,361,708,907,993,1532,681,1957
MBOAT1,913,865,235,896,326,33,284,617,262,777,279,1537
ID4,0,0,0,0,0,0,0,1,0,0,0,0
RNF144B,164,95,64,79,86,14,40,68,103,117,36,209
DEK,4571,2996,4587,3455,2907,1408,2009,2127,3297,3931,2557,4399
KDM1B,0,0,0,1,1,0,1,1,0,0,0,0
TPMT,4196,2683,6017,4109,3004,1464,1692,2302,4278,4198,3188,3423
NHLRC1,4427,2796,4126,2864,2346,918,1212,1848,3628,3024,2375,2661
KIF13A,2095,1078,2087,1604,1108,426,678,1260,1847,1442,1277,1629
SIRT5,527,616,1112,717,436,148,277,260,405,640,395,366
NOL7,1806,1341,2170,1439,1109,599,663,953,1740,1582,1175,1195
RANBP9,4622,4072,5288,4287,3213,1223,2252,2856,4030,4860,3288,4472
MCUR1,205,202,226,215,143,69,87,130,185,193,152,182
RNF182,3,1,2,0,1,1,1,1,4,3,1,0
CD83,52,26,23,22,15,3,8,23,25,29,15,37
LOC104835280,98,93,76,50,56,18,38,82,97,83,41,166
TRNAY-GUA,0,0,0,0,0,0,0,0,0,0,0,0
LOC104835281,613,580,927,508,459,147,482,649,659,768,520,972
JARID2,22122,21076,21506,19206,13745,6252,11134,15816,23336,22754,16275,22357
DTNBP1,1913,1579,2093,1213,1176,569,689,1317,1719,1526,1308,1576
MYLIP,636,487,596,477,331,146,335,289,447,612,335,802
GMPR,3324,3639,5250,3432,2986,1192,1832,3226,1576,4181,3133,3298
ATXN1,24918,27194,32196,22337,18192,9168,15472,20676,26192,30174,23206,28058
LOC104835287,0,0,0,0,0,0,0,0,0,0,0,0
STMND1,609,546,714,355,380,193,212,254,579,590,369,420
RBM24,3621,2533,4583,2512,2163,1203,1485,1862,3845,3287,2442,2883
CAP2,356,245,324,154,203,90,106,161,279,234,191,266
FAM8A1,1879,1155,1719,1033,1000,616,803,817,1892,1407,1151,1467
NUP153,9994,5426,7858,5657,4794,2703,3651,3741,8496,7141,5659,5561
LOC104835295,17889,11831,19628,12099,11027,6924,7270,8212,19192,15900,11420,10823
PAK1IP1,4331,2690,4637,2962,2333,1636,1663,1796,4137,3746,2741,3156
LOC104835293,3668,2719,3993,2292,2107,1392,1609,2007,4178,3572,2500,2888
GFOD1,739,458,633,574,439,158,277,377,423,542,347,938
TBC1D7,650,443,614,506,331,129,270,414,562,568,418,731
PHACTR1,756,652,710,449,375,124,198,216,533,417,219,443
EDN1,14,13,5,4,10,0,4,5,5,28,13,30
LOC104835301,45,45,95,54,44,7,32,26,41,84,25,76
HIVEP1,4221,4909,7917,4984,3725,834,3133,3233,3348,6026,2481,7153
ADTRP,90,42,60,17,26,15,8,24,56,33,27,44
TMEM170B,104,65,72,31,29,8,9,25,45,39,36,55
NEDD9,427,421,343,220,169,74,129,219,229,367,189,451
SMIM13,173,152,162,129,106,35,85,113,206,156,118,176
ELOVL2,72,37,29,30,30,19,7,15,55,32,27,29
GCM2,10,8,3,3,3,2,2,3,7,3,3,6
MAK,102,120,32,94,40,9,44,40,47,95,34,115
LOC104835310,50,31,11,37,14,3,20,26,9,39,9,63
GCNT2,92,73,18,81,41,2,53,56,19,86,28,119
TFAP2A,36,20,8,8,12,7,3,5,9,7,10,26
OFCC1,269,127,82,55,74,46,28,34,205,66,42,70
SLC35B3,505,539,511,441,273,80,218,290,336,512,297,761
EEF1E1,4163,2474,3270,2369,2217,1211,1553,1698,3978,3151,2444,1930
BLOC1S5,5916,3365,5409,3569,3056,1741,2239,2856,5907,4637,3803,3629
TXNDC5,105,99,52,64,59,14,28,35,71,85,30,144
BMP6,54,35,16,14,20,7,8,9,44,10,16,28
DSP,115,54,23,21,27,19,7,22,66,26,33,52
RIOK1,462,426,631,465,220,125,204,232,318,399,238,342
SSR1,1092,741,988,602,416,186,323,488,681,718,551,847
RREB1,19662,20506,27687,22823,13712,5280,15840,13784,20228,25542,13163,23634
LY86,689,459,207,264,204,82,96,230,258,264,148,683
F13A1,12700,12813,2708,19780,5651,279,6898,8773,2959,14436,4465,35458
NRN1,11,3,7,2,3,1,2,4,13,6,3,10
FARS2,7288,6296,8699,5543,4932,1886,2938,4327,6151,8718,5207,5789
LYRM4,11936,10253,13236,8418,8050,3300,5859,8175,12041,12821,9490,8188
RPP40,208,177,247,190,144,68,122,129,216,245,159,207
CDYL,2877,2335,3353,1829,2047,1003,1541,2251,3777,2600,2167,2508
ECI2,314,341,226,103,136,61,295,410,506,232,155,364
PRPF4B,4181,3024,3924,2606,2173,1134,1569,2294,3683,3400,2577,3735
LOC104835334,2929,1837,2305,1823,1652,597,1195,1607,2294,2446,1797,2809
PXDC1,760,577,576,411,165,77,105,216,273,382,303,545
SLC22A23,286,236,134,102,83,32,49,61,140,275,109,181
LOC104835337,75,31,33,43,28,11,16,30,37,60,39,55
BPHL,124,92,53,47,35,22,35,52,49,77,37,150
RIPK1,293,278,145,230,95,16,82,115,98,231,89,347
NQO2,49,36,18,32,23,4,10,11,8,30,13,66
DUSP22,1047,912,1161,739,455,301,271,446,1028,462,646,1357
IRF4,121,55,17,98,40,3,51,69,31,94,25,166
EXOC2,5215,4637,5701,4317,3276,1161,2163,3034,3117,5158,2983,5142
FOXF2,6,3,1,2,1,2,0,0,2,1,5,5
GMDS,1332,774,363,543,393,201,174,431,649,697,312,1126
MYLK4,80,30,28,20,18,14,9,14,42,24,8,27
WRNIP1,185,145,160,109,88,10,43,55,79,120,79,160
SERPINB1,94,56,68,54,27,11,13,48,22,41,41,141
LOC104835351,300,192,532,438,272,67,164,143,202,357,158,272
SERPINB10,177,95,141,103,70,20,47,34,62,105,90,121
LOC104835349,1788,624,713,686,355,210,136,221,463,410,530,636
LOC104835352,19,6,12,5,9,3,8,5,7,21,6,5
LOC104835353,8,11,1,6,3,2,7,3,7,9,2,9
CIDEB,10,3,1,5,2,3,3,2,5,5,3,4
RABGGTA,148,119,139,122,95,26,62,63,124,113,90,107
TGM1,90,78,42,42,31,4,16,27,52,37,45,64
NEDD8,20,6,15,19,22,1,14,10,22,24,17,10
IPO4,127,100,123,93,83,39,67,66,124,104,92,71
LOC104835373,3,2,0,1,0,0,0,1,0,0,0,2
LOC104835374,269,177,46,215,114,21,135,165,62,339,83,487
LOC104835375,16,10,8,3,6,0,1,5,11,4,1,7
LOC104835376,113,59,13,48,43,7,7,60,69,57,30,110
TRNAF-GAA_3,0,0,0,0,0,0,0,0,0,0,0,0
TRNAA-CGC_4,0,0,0,0,0,0,0,0,0,0,0,0
THAP7,99,56,97,84,99,35,42,43,132,65,69,83
LOC104835381,455,259,407,269,296,120,166,197,464,327,311,421
TRNAQ-CUG_1,1,1,0,1,0,0,1,0,0,3,1,4
TRNAK-UUU_6,1,2,0,3,0,0,0,0,2,2,0,2
LOC104835378,102,42,61,113,42,17,24,39,50,96,38,152
LOC104835379,351,259,303,337,179,61,90,119,190,312,117,461
TRNAG-GCC_5,2,1,1,0,0,0,0,0,0,0,0,1
TRNAN-GUU_9,0,0,0,0,2,1,0,0,0,0,0,0
TRNAS-GCU_4,0,1,0,0,3,0,0,0,2,1,0,1
TRNAA-CGC_5,1,1,0,0,0,0,0,1,0,0,0,0
TRNAM-CAU_4,0,1,0,0,1,0,0,0,0,1,1,0
TRNAD-GUC_6,3,0,1,3,3,2,2,0,2,6,0,2
TRNAT-AGU_5,5,2,3,3,3,2,0,0,3,2,1,5
TRNAE-CUC_6,3,3,2,5,1,0,0,1,1,2,0,3
JOSD2,351,205,311,329,347,94,124,135,348,278,224,245
LOC104835384,52,26,11,6,12,6,9,17,37,9,13,19
LOC104835385,7,0,2,2,2,1,1,2,1,1,0,2
LOC104835386,25,7,3,4,5,1,0,0,13,1,2,11
LOC104835387,20754,14024,16748,16712,12875,4639,6822,9750,15755,18620,14136,16619
EPHA7,453,222,111,113,131,83,35,76,264,110,81,128
LOC104835442,446,241,103,108,124,64,31,83,234,106,71,128
MANEA,152,135,137,111,101,33,42,81,102,141,88,150
LOC104835443,374,183,294,298,301,76,77,115,299,237,169,177
FUT9,2,0,0,0,0,1,0,2,2,0,0,0
UFL1,1159,1041,1065,976,667,215,474,670,920,1006,804,643
FHL5,58,29,25,16,10,14,5,19,35,17,15,13
GPR63,13,1,2,8,1,2,3,2,4,6,5,5
NDUFAF4,424,283,449,303,222,124,165,192,378,328,257,218
LOC104835445,12,3,2,1,5,0,0,1,4,0,0,5
KLHL32,289,126,78,84,61,38,34,45,182,91,59,92
MMS22L,345,253,134,194,127,35,77,125,167,239,90,316
FBXL4,7677,6238,8702,7322,4780,1214,4683,5363,8524,8102,4530,9035
FAXC,48,32,10,9,24,13,14,19,31,26,10,50
COQ3,496,390,611,367,235,155,116,219,334,315,350,332
PNISR,14013,9579,16621,9455,8993,3912,5759,8337,13758,13298,9387,14480
USP45,6073,4523,7130,4682,3660,2013,2633,3454,6193,6303,4627,5516
TSTD3,763,578,872,631,455,299,328,444,852,634,612,593
CCNC,639,392,399,366,291,163,216,314,550,390,428,316
PRDM13,8,7,7,6,2,0,0,5,11,7,2,5
SIM1,103,54,20,34,27,15,4,22,58,34,25,51
ASCC3,9810,9041,12633,7558,6487,3104,4961,7679,11553,12155,7177,12097
GRIK2,2124,1248,370,1187,822,209,653,1096,877,1808,533,2680
HACE1,3915,4044,5300,3613,2872,1294,2063,3168,4599,4537,3264,3552
LIN28B,383,401,174,449,183,26,153,199,162,335,151,906
BVES,54,23,16,6,17,4,6,10,39,23,10,10
POPDC3,7,3,2,0,3,2,0,3,4,6,0,2
PREP,5227,2935,3700,2881,2667,1170,1813,2715,4389,3802,3086,2899
LOC104835452,7,6,2,6,4,1,2,1,11,1,3,4
PRDM1,131,120,81,80,61,25,25,89,99,92,47,155
ATG5,3590,2404,3216,2058,1805,886,1208,2042,3250,2367,2199,2213
AIM1,205,128,75,76,106,68,54,43,179,97,95,105
RTN4IP1,1679,1314,1532,1241,1012,430,713,829,1595,1374,991,1249
QRSL1,1873,1068,1387,1078,1051,491,549,742,1863,1452,1274,727
CD24,6,2,3,0,1,2,1,0,3,0,3,0
LOC104835417,656,448,471,368,250,161,143,239,367,493,387,225
BEND3,35,18,7,9,9,2,5,6,14,11,6,23
PDSS2,2155,1427,1872,1140,1084,444,698,1040,1766,2004,1579,1018
SOBP,205,103,56,60,61,32,18,44,123,78,52,81
SCML4,146,109,27,112,88,18,54,84,92,167,51,315
SEC63,7951,6070,9305,5839,4107,2065,3369,3988,6649,6799,4866,6684
OSTM1,1292,817,1027,665,643,345,448,586,1224,774,785,871
NR2E1,167,141,77,100,79,34,60,66,139,146,98,134
SNX3,2137,1689,2269,1607,1152,550,911,1249,2163,1618,1363,1853
LACE1,4378,3672,4918,3827,2912,1070,2098,2815,3578,4170,2640,5661
LOC104835424,1641,1296,3124,1964,1348,421,1250,1124,1833,1700,1119,2125
LOC104835459,258,236,360,275,244,50,152,129,331,269,204,239
FOXO3,73904,71711,116723,73561,54417,21234,49347,53729,98498,80593,66942,69739
ARMC2,200,146,101,89,96,40,71,95,129,112,55,179
SESN1,6213,7894,5725,2875,3449,1084,5565,8732,5813,4096,3626,6765
CEP57L1,446,319,684,306,283,110,209,323,410,415,254,627
LOC104835462,141,84,178,66,57,28,28,89,151,109,100,130
LOC104835463,138,220,103,134,77,44,54,152,138,136,93,230
VGLL2,6,2,2,2,4,0,1,0,5,0,1,3
RFX6,80,29,16,21,24,8,5,13,53,17,19,20
GPRC6A,23,10,6,4,6,7,1,4,14,6,4,11
FAM162B,28,13,19,13,17,12,13,12,37,25,16,21
KPNA5,3957,2658,3602,2437,2249,1200,1589,1980,3862,3011,2260,2904
ZUFSP,1202,865,1016,760,651,334,490,531,1098,824,571,746
LOC104835432,56,17,20,20,23,9,27,17,42,18,15,28
RWDD1,1193,762,1315,891,696,287,425,712,1225,1054,798,655
FAM26D,13,3,3,2,3,2,0,0,1,0,2,2
TRAPPC3L,74,52,15,74,33,2,14,25,18,38,18,102
FAM26E,0,0,0,0,0,0,0,0,0,0,0,0
LOC104835466,20,22,2,25,17,0,14,18,5,19,8,35
DSE,569,666,122,875,333,17,331,500,175,752,192,1586
NT5DC1,700,612,202,618,271,68,260,530,398,640,274,1436
COL10A1,0,0,0,0,0,0,0,0,0,0,0,0
FRK,140,65,42,22,28,18,18,33,55,35,23,77
LOC104835467,1111,701,1077,830,599,276,378,657,1069,1034,861,1016
LOC104835468,16,10,8,11,5,1,6,7,8,19,5,26
LOC104835470,14,24,1,21,7,0,9,16,17,17,10,47
TRNAG-UCC_2,0,0,1,0,0,0,0,0,0,0,0,0
LOC104835471,7,1,2,0,3,2,2,3,4,4,2,1
LOC104835472,249,323,537,288,228,71,251,152,263,464,205,224
LOC104835473,269,445,681,410,302,85,279,201,316,609,211,274
PSMB5,302,108,279,343,272,63,85,103,278,165,161,148
PRMT5,262,88,193,128,155,57,70,107,184,191,150,197
RBM23,1598,962,1491,2397,1825,435,614,551,1700,1800,1114,859
MMP14,0,1,0,0,3,0,0,1,2,0,0,2
LOC104835478,1032,631,1274,1213,715,239,362,490,1135,870,665,876
LOC104835480,27,33,12,19,17,9,22,21,26,33,12,46
LOC104835481,92,87,104,42,51,38,38,78,91,61,61,88
LOC104835482,4,0,1,0,1,0,3,1,1,1,2,4
LOC104835483,1,1,1,0,2,0,0,2,1,3,4,1
TRNAM-CAU_5,5,4,0,0,1,1,0,2,9,0,5,7
TRNAS-AGA_1,1,2,1,0,0,1,1,1,7,2,2,2
LOC104835484,468,543,108,1030,427,15,178,322,161,870,183,1769
WBSCR16,1567,1105,1566,1193,1010,463,565,662,1235,1223,926,1226
NCF1,833,542,1069,895,527,126,289,167,342,755,285,636
GTF2I,1916,1742,2755,2042,1232,499,1186,1285,1734,2090,2362,2556
GTF2IRD1,64,27,17,11,19,9,0,13,42,17,22,41
CLIP2,265,184,115,192,83,39,54,99,98,142,73,305
RFC2,55,27,18,24,18,3,11,21,20,39,13,58
LAT2,106,85,49,138,49,11,35,69,52,98,28,148
EIF4H,8751,5049,8563,5469,4703,2473,3108,3597,7684,6309,4996,5288
MYBBP1A,3444,1995,3181,2216,2067,996,1185,1624,3012,2189,2093,2642
SPNS2,236,148,43,105,74,46,44,64,148,112,79,215
SPNS3,219,203,142,112,88,28,69,82,123,136,79,326
UBE2G1,5662,4397,7198,4673,4010,1974,2532,3359,6759,5027,4250,4697
ANKFY1,3783,2982,3934,2352,2326,828,1808,2313,3652,3084,2447,3456
LOC104835497,397,214,345,246,257,98,96,144,309,229,193,226
ZZEF1,15127,8068,11633,6728,7331,3884,5087,6248,12424,9646,8435,8438
ATP2A3,4722,4396,1570,6821,2240,135,2141,2973,1220,5761,1758,14818
P2RX1,294,313,61,470,156,8,153,183,79,389,95,776
CAMKK1,121,66,54,55,28,16,18,52,71,72,54,110
MIS12,9,2,0,0,0,0,2,1,1,3,2,2
DERL2,1257,868,1304,923,731,406,527,622,1136,986,726,818
DHX33,1234,744,1165,844,787,315,480,532,1112,853,574,975
C1QBP,459,219,371,203,201,149,107,271,490,258,256,289
RPAIN,231,123,217,110,107,43,73,95,168,173,147,134
NUP88,2912,2095,3701,2417,1866,917,1257,1465,2758,2538,2019,1818
RABEP1,1452,884,1210,1014,608,307,405,744,1153,1185,1066,974
IFT22,47,17,33,18,12,7,3,19,13,28,7,24
COL26A1,542,326,284,143,224,124,76,145,411,265,175,269
LOC104835730,30,20,9,7,9,7,1,13,16,4,5,11
MYL10,59,31,6,10,16,8,7,17,22,17,14,17
CUX1,6364,7748,7493,7629,3942,973,3827,4326,4380,9420,3378,9947
SH2B2,202,125,99,30,47,6,21,35,49,109,67,98
PRKRIP1,867,565,945,576,569,232,319,467,767,628,483,426
ORAI2,522,372,483,486,298,98,173,268,450,447,254,579
ALKBH4,52,45,30,60,30,11,28,26,23,43,23,70
LRWD1,2477,1591,1944,1175,1287,652,930,919,2177,1839,1270,1493
POLR2J,1053,732,1141,764,548,316,331,464,1042,879,668,534
LOC104835518,15,9,6,3,3,1,1,6,4,10,5,12
LOC104835735,3,0,0,0,0,0,2,2,0,1,0,8
UPK3B,1,1,3,0,2,1,0,0,4,0,0,1
DTX2,1292,977,1523,1042,993,283,522,647,1204,1121,893,958
SSC4D,8,2,4,2,4,0,3,4,7,6,7,3
YWHAG,862,618,837,542,442,225,306,407,864,551,515,632
HSPB1,2,1,1,0,0,1,0,4,1,1,2,2
SRRM3,33,20,11,9,10,3,7,11,26,15,17,30
MDH2,863,696,903,591,476,259,308,488,927,625,556,499
STYXL1,36,34,29,16,7,8,13,20,31,8,15,25
TMEM120A,1221,744,1098,1182,972,326,387,453,1275,769,770,638
POR,2444,1353,1454,1078,1094,479,667,790,2135,1427,968,700
RHBDD2,245,116,203,168,175,73,81,99,217,119,159,140
TAF15,3792,2964,4314,3039,2401,1164,1463,2032,3888,3540,2459,2799
MMP28,26,16,15,9,11,5,7,10,24,19,13,24
GAS2L2,3,6,5,4,2,1,3,1,7,5,4,6
RASL10B,13,12,0,14,5,0,2,5,8,8,9,18
AP2B1,5722,4085,5998,4155,3456,1448,2045,3077,5155,4649,3625,3803
PEX12,398,147,422,188,199,121,110,139,313,254,208,192
UNC45B,18,10,4,4,6,3,2,4,15,11,5,13
RAD51D,41,25,15,33,18,4,9,12,6,16,10,42
RFFL,937,685,726,380,309,114,169,304,318,510,284,781
LIG3,1141,636,943,686,609,249,304,477,790,809,650,772
TMEM132E,34,13,9,15,7,4,4,12,25,10,13,29
LOC104835535,0,3,0,0,0,1,0,0,0,1,0,3
LOC104835536,5,2,3,8,3,0,0,0,1,4,0,2
LOC104835743,5,0,0,0,0,0,1,1,4,2,1,0
LOC104835538,219,125,203,91,120,64,94,90,144,115,77,139
MRPS17,846,529,992,545,429,279,274,439,831,697,630,459
GBAS,765,466,540,468,383,154,258,451,551,629,371,891
PSPH,158,92,54,111,52,28,62,83,195,122,57,202
CCT6A,3563,1727,3440,2230,1875,1001,1354,1486,2782,2830,1814,2524
SUMF2,138,46,46,33,71,31,66,21,134,51,53,44
PHKG1,492,289,526,476,356,109,224,235,590,419,338,320
CHCHD2,935,550,893,676,651,240,389,396,845,796,470,599
VKORC1L1,876,521,618,391,418,218,367,361,779,593,461,472
GUSB,325,199,182,133,128,64,116,100,201,158,151,182
LOC104835549,26,20,14,18,10,4,8,10,12,28,7,31
ASL,153,112,130,108,63,19,32,54,59,100,46,88
TRNAG-GCC_6,0,0,2,0,1,0,0,0,1,1,0,0
CRCP,206,144,92,108,76,16,60,139,93,123,52,196
TPST1,81,56,23,58,50,6,30,41,32,94,29,125
KCTD7,81,57,49,60,24,6,18,44,62,71,66,69
RABGEF1,2616,1860,2971,1859,1644,834,1150,1291,2342,2452,1768,1904
TMEM248,2453,1589,2786,1683,1204,669,908,1257,2097,2031,1768,1839
LRRC75A,231,152,87,79,80,36,68,67,183,124,85,123
LOC104835558,467,365,677,536,494,181,271,290,566,558,337,357
LOC104835559,2628,1680,1983,1326,1228,695,893,1180,2193,1696,1514,1482
CRK,6323,3811,4978,3254,3143,1611,2461,2607,5414,4481,3086,3917
YWHAE,5212,2920,4219,3207,2976,1710,2089,2505,5146,4227,3427,3717
MYO1C,2228,854,743,600,873,594,656,545,2039,1282,984,1004
INPP5K,4287,3046,3922,2543,2304,1236,1786,1713,3816,3508,2860,2849
PITPNA,1832,1434,2059,1080,536,195,644,769,701,1912,1032,1874
SLC43A2,5441,4858,6048,4056,2988,1050,3102,4534,6896,5055,3038,4680
SCARF1,111,44,36,57,42,24,39,32,100,61,39,106
RILP,628,244,372,296,354,125,172,218,544,289,257,299
PRPF8,22579,12210,19233,11780,11089,5492,7196,8522,18814,14133,11539,14201
TLCD2,17,6,1,8,4,0,1,2,4,4,6,11
LOC104835745,6,14,3,7,13,4,4,8,13,12,4,16
WDR81,2004,1076,1589,1556,1301,469,683,589,1940,1398,926,1133
SERPINF1,970,351,583,389,590,284,383,293,984,560,474,586
SMYD4,725,345,549,324,381,174,254,258,648,416,317,455
RPA1,3244,2323,4086,2749,1924,958,1435,1677,2901,3119,2183,2476
RTN4RL1,11,8,5,3,6,2,11,1,17,8,5,7
DPH1,221,115,176,146,178,38,52,101,233,144,131,137
OVCA2,18,9,12,24,19,4,4,9,21,10,15,26
HIC1,1,0,0,1,4,0,0,0,0,1,1,1
SMG6,13937,9428,12213,9960,9753,3512,4836,6359,12916,10655,8771,9072
SRR,165,56,85,74,123,22,67,45,150,103,80,73
TSR1,1116,645,952,664,719,303,431,418,1147,774,683,501
POLDIP2,2418,1362,2080,1410,1262,656,833,1059,2024,1577,1306,1044
TMEM199,329,131,223,191,174,75,81,89,343,170,169,82
KIF12,23,8,25,20,25,5,7,6,26,24,21,4
VTN,21,5,16,10,17,3,4,8,18,15,7,8
SARM1,13,2,3,0,5,1,0,1,12,2,2,9
SLC46A1,17,21,3,10,3,0,5,7,5,4,5,20
SLC13A2,23,24,3,9,7,11,2,8,20,9,5,18
FOXN1,60,25,18,16,16,6,9,10,40,18,7,23
UNC119,145,65,85,61,59,35,73,52,138,86,59,112
PIGS,465,288,430,469,372,123,151,187,422,366,308,264
ALDOC,574,385,312,322,135,14,90,124,79,325,149,457
SPAG5,15,14,11,11,10,1,3,8,7,24,10,17
LOC104835758,2,3,1,0,2,0,0,0,1,4,2,3
KIAA0100,1541,915,1303,1046,1043,349,480,728,1547,954,904,818
SDF2,166,69,121,114,129,39,46,33,153,95,79,72
SUPT6H,12445,6884,10351,6708,6768,2999,4453,5227,10932,8352,6696,7977
PROCA1,1,2,0,2,1,0,2,1,3,2,1,0
LOC104835762,2,0,1,0,0,0,0,0,1,2,1,0
RAB34,26,15,38,14,24,11,14,9,28,17,25,25
RPL23A,14997,8484,14005,7279,7935,4397,3870,4333,13536,9511,7512,6191
TLCD1,84,40,56,54,34,24,11,27,46,47,37,36
NEK8,49,28,17,21,13,3,16,12,27,26,13,27
TRAF4,7,1,3,5,11,0,1,3,7,4,3,14
FAM222B,4711,3715,5451,3583,3068,1460,2998,2369,4980,4446,3113,4297
ERAL1,139,86,163,104,114,47,95,59,160,124,64,96
LOC104835591,298,230,341,290,330,100,258,203,480,360,259,242
FLOT2,1190,870,1262,1101,827,264,937,549,1268,1141,683,1114
DHRS13,22,14,16,22,6,3,7,8,15,19,6,21
PHF12,6605,4112,5895,4756,3918,1590,2913,2744,5596,4558,3681,5860
SEZ6,22,7,3,8,5,1,2,5,10,3,7,7
PIPOX,3,0,4,0,1,0,0,1,0,3,3,4
MYO18A,598,515,430,802,363,51,267,336,288,849,301,1708
NUFIP2,1944,1238,1346,1208,910,541,605,924,1602,1373,1337,1618
CRYBA1,0,0,0,0,0,0,0,0,0,0,0,0
TAOK1,3986,3387,3546,3668,2579,650,1746,2110,2725,3624,2204,4615
ABHD15,1,0,0,0,1,0,1,0,1,0,1,3
GIT1,37,21,13,49,18,1,10,15,8,44,13,51
ANKRD13B,15,9,2,41,14,1,20,10,6,39,13,71
CORO6,5,4,1,4,0,1,1,2,2,3,3,8
SSH2,9559,8645,10502,9688,6412,1913,5530,6597,8896,11198,5971,14301
EFCAB5,238,204,56,232,88,7,70,123,90,199,84,485
NSRP1,2836,2427,3576,2220,1901,804,1464,1904,2899,3170,1732,3014
SLC6A4,1189,1491,447,2105,561,64,693,1150,542,1691,539,3870
BLMH,332,307,356,316,219,78,164,224,338,321,181,327
TMIGD1,6,4,1,7,5,1,1,0,14,10,6,5
CPD,4385,3203,3653,3606,2550,1026,2014,2375,4073,3829,2583,5741
GOSR1,5921,4336,5892,3890,3764,1684,2411,2870,5734,5312,3625,3969
TUSC5,25,12,7,1,15,12,5,7,16,16,14,19
BHLHA9,3,0,1,0,1,0,0,1,2,0,1,0
ABR,427,328,216,284,133,17,105,100,89,212,119,414
TIMM22,77,47,84,31,42,33,26,41,65,43,35,46
SPECC1,440,304,110,156,100,21,63,182,133,254,110,466
LOC104835776,116,65,45,56,32,13,20,63,58,81,40,170
ADORA2B,357,202,293,354,213,21,85,71,98,195,128,240
ZSWIM7,1318,987,1510,1468,963,238,676,504,1016,1190,807,791
TTC19,696,482,838,768,485,143,396,329,568,602,428,368
NCOR1,7347,5256,8105,5393,4403,1501,3087,4432,5557,6477,4613,7408
